央视频道,#genre#
CCTV2,http://183.51.190.223:6633/udp/239.253.43.17:5146
CCTV2,http://183.51.190.149:6633/udp/239.77.1.158:5146
CCTV2,http://183.51.190.149:6633/udp/239.253.43.17:5146
CCTV2,http://219.128.36.181:8188/udp/239.77.1.158:5146
CCTV2,http://219.128.36.181:8188/udp/239.253.43.17:5146
CCTV2,http://14.19.151.48:8188/udp/239.77.1.158:5146
CCTV2,http://14.19.151.48:8188/udp/239.253.43.17:5146
CCTV2,http://124.126.212.48:8012/rtp/239.3.1.60:8084
CCTV2,http://eastscreen.tv/ooooo.php?id=CCTV2HD
CCTV3,http://[2409:8087:1a01:df::4041]:80/TVOD/88888888/224/3221225799/main.m3u8
CCTV3,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265003/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=3
CCTV3,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000022313/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=3
CCTV3,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000359/index.m3u8?IASHttpSessionId=
CCTV3,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000371/index.m3u8?IASHttpSessionId=
CCTV3,http://183.51.190.223:6633/udp/239.77.0.169:5146
CCTV3,http://183.51.190.149:6633/udp/239.77.0.169:5146
CCTV3,http://219.128.36.181:8188/udp/239.77.0.169:5146
CCTV3,http://14.19.151.48:8188/udp/239.77.0.169:5146
CCTV3,http://124.126.212.48:8012/rtp/239.3.1.172:8001
CCTV3,http://eastscreen.tv/ooooo.php?id=CCTV3HD
CCTV3超清,http://183.51.190.223:6633/udp/239.77.0.175:5146
CCTV3超清,http://183.51.190.149:6633/udp/239.77.0.175:5146
CCTV3超清,http://219.128.36.181:8188/udp/239.77.0.175:5146
CCTV3超清,http://14.19.151.48:8188/udp/239.77.0.175:5146
CCTV4,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226539/index.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV4,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226652/index.m3u8
CCTV4,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002173/index.m3u8
CCTV4,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265004/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=3
CCTV4,http://183.51.190.223:6633/udp/239.77.1.163:5146
CCTV4,http://183.51.190.223:6633/udp/239.77.1.166:5146
CCTV4,http://183.51.190.223:6633/udp/239.77.0.78:5146
CCTV4,http://183.51.190.149:6633/udp/239.77.1.163:5146
CCTV4,http://183.51.190.149:6633/udp/239.77.1.166:5146
CCTV4,http://183.51.190.149:6633/udp/239.77.0.78:5146
CCTV4,http://219.128.36.181:8188/udp/239.77.1.163:5146
CCTV4,http://219.128.36.181:8188/udp/239.77.1.166:5146
CCTV4,http://219.128.36.181:8188/udp/239.77.0.78:5146
CCTV4,http://14.19.151.48:8188/udp/239.77.1.163:5146
CCTV4,http://14.19.151.48:8188/udp/239.77.1.166:5146
CCTV4,http://14.19.151.48:8188/udp/239.77.0.78:5146
CCTV4,http://124.126.212.48:8012/rtp/239.3.1.105:8092
CCTV5,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265005/1.m3u8
CCTV5,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000025222/1.m3u8?channel-id=ystenlive&Contentid=1000000005000025222&livemode=1&stbId=3
CCTV5,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265005/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=3
CCTV5,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000360/index.m3u8?IASHttpSessionId=
CCTV5,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000372/index.m3u8?IASHttpSessionId=
CCTV5,http://183.51.190.223:6633/udp/239.77.0.170:5146
CCTV5,http://183.51.190.149:6633/udp/239.77.0.170:5146
CCTV5,http://219.128.36.181:8188/udp/239.77.0.170:5146
CCTV5,http://14.19.151.48:8188/udp/239.77.0.170:5146
CCTV5,http://124.126.212.48:8012/rtp/239.3.1.173:8001
CCTV5,http://eastscreen.tv/ooooo.php?id=CCTV5HD
CCTV5超清,http://183.51.190.223:6633/udp/239.77.0.177:5146
CCTV5超清,http://183.51.190.149:6633/udp/239.77.0.177:5146
CCTV5超清,http://219.128.36.181:8188/udp/239.77.0.177:5146
CCTV5超清,http://14.19.151.48:8188/udp/239.77.0.177:5146
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000020505/1.m3u8
CCTV5+,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265016/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=3
CCTV5+,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000015875/1.m3u8?channel-id=wasusyt&Contentid=6000000001000015875&livemode=1&stbId=3
CCTV5+,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000316/index.m3u8?IASHttpSessionId=
CCTV5+,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000507
CCTV5+,http://183.51.190.223:6633/udp/239.77.0.87:5146
CCTV5+,http://183.51.190.223:6633/udp/239.77.1.31:5146
CCTV5+,http://183.51.190.223:6633/udp/239.77.1.147:5146
CCTV5+,http://183.51.190.149:6633/udp/239.77.0.87:5146
CCTV5+,http://183.51.190.149:6633/udp/239.77.1.31:5146
CCTV5+,http://183.51.190.149:6633/udp/239.77.1.147:5146
CCTV5+,http://219.128.36.181:8188/udp/239.77.0.87:5146
CCTV5+,http://219.128.36.181:8188/udp/239.77.1.31:5146
CCTV5+,http://219.128.36.181:8188/udp/239.77.1.147:5146
CCTV5+,http://14.19.151.48:8188/udp/239.77.0.87:5146
CCTV5+,http://14.19.151.48:8188/udp/239.77.1.31:5146
CCTV5+,http://14.19.151.48:8188/udp/239.77.1.147:5146
CCTV5+,http://124.126.212.48:8012/rtp/239.3.1.130:8004
CCTV5+,http://eastscreen.tv/ooooo.php?id=CCTV5+HD
CCTV6,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265006/1.m3u8
CCTV6,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000006/index.m3u8
CCTV6,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3
CCTV6,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265006/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=3
CCTV6,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000004574/1.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=3
CCTV6,http://183.51.190.223:6633/udp/239.77.0.171:5146
CCTV6,http://183.51.190.149:6633/udp/239.77.0.171:5146
CCTV6,http://219.128.36.181:8188/udp/239.77.0.171:5146
CCTV6,http://14.19.151.48:8188/udp/239.77.0.171:5146
CCTV6,http://124.126.212.48:8012/rtp/239.3.1.174:8001
CCTV6,http://eastscreen.tv/ooooo.php?id=CCTV6HD
CCTV6超清,http://183.51.190.223:6633/udp/239.77.0.178:5146
CCTV6超清,http://183.51.190.149:6633/udp/239.77.0.178:5146
CCTV6超清,http://219.128.36.181:8188/udp/239.77.0.178:5146
CCTV6超清,http://14.19.151.48:8188/udp/239.77.0.178:5146
CCTV7,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226432/index.m3u8
CCTV7,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000024341/1.m3u8
CCTV7,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265007/1.m3u8
CCTV7,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=3
CCTV7,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000024341/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=3
CCTV7,http://183.51.190.223:6633/udp/239.77.1.159:5146
CCTV7,http://183.51.190.223:6633/udp/239.77.1.167:5146
CCTV7,http://183.51.190.149:6633/udp/239.77.1.159:5146
CCTV7,http://183.51.190.149:6633/udp/239.77.1.167:5146
CCTV7,http://219.128.36.181:8188/udp/239.77.1.159:5146
CCTV7,http://219.128.36.181:8188/udp/239.77.1.167:5146
CCTV7,http://14.19.151.48:8188/udp/239.77.1.159:5146
CCTV7,http://14.19.151.48:8188/udp/239.77.1.167:5146
CCTV7,http://124.126.212.48:8012/rtp/239.3.1.61:8104
CCTV7,http://eastscreen.tv/ooooo.php?id=CCTV7HD
CCTV8,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=3
CCTV8,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000001070/1.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=3
CCTV8,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000362/index.m3u8?IASHttpSessionId=
CCTV8,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000376/index.m3u8?IASHttpSessionId=
CCTV8,http://183.51.190.223:6633/udp/239.77.0.172:5146
CCTV8,http://183.51.190.149:6633/udp/239.77.0.172:5146
CCTV8,http://219.128.36.181:8188/udp/239.77.0.172:5146
CCTV8,http://14.19.151.48:8188/udp/239.77.0.172:5146
CCTV8,http://124.126.212.48:8012/rtp/239.3.1.175:8001
CCTV8,http://eastscreen.tv/ooooo.php?id=CCTV8HD
CCTV8超清,http://183.51.190.223:6633/udp/239.77.0.181:5146
CCTV8超清,http://183.51.190.149:6633/udp/239.77.0.181:5146
CCTV8超清,http://219.128.36.181:8188/udp/239.77.0.181:5146
CCTV8超清,http://14.19.151.48:8188/udp/239.77.0.181:5146
CCTV9,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000014583/1.m3u8
CCTV9,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010217/main.m3u8
CCTV9,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226434/index.m3u8
CCTV9,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265009/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=3
CCTV9,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000032162/1.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=3
CCTV9,http://183.51.190.223:6633/udp/239.77.1.160:5146
CCTV9,http://183.51.190.223:6633/udp/239.77.1.168:5146
CCTV9,http://183.51.190.149:6633/udp/239.77.1.160:5146
CCTV9,http://183.51.190.149:6633/udp/239.77.1.168:5146
CCTV9,http://219.128.36.181:8188/udp/239.77.1.160:5146
CCTV9,http://219.128.36.181:8188/udp/239.77.1.168:5146
CCTV9,http://14.19.151.48:8188/udp/239.77.1.160:5146
CCTV9,http://14.19.151.48:8188/udp/239.77.1.168:5146
CCTV9,http://124.126.212.48:8012/rtp/239.3.1.62:8112
CCTV9,http://eastscreen.tv/ooooo.php?id=CCTV9HD
CCTV10,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226164/index.m3u8
CCTV10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/index.m3u8
CCTV10,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=3
CCTV10,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000023734/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=3
CCTV10,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000012827/1.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=3
CCTV10,http://183.51.190.223:6633/udp/239.77.1.113:5146
CCTV10,http://183.51.190.223:6633/udp/239.77.1.169:5146
CCTV10,http://183.51.190.149:6633/udp/239.77.1.113:5146
CCTV10,http://183.51.190.149:6633/udp/239.77.1.169:5146
CCTV10,http://219.128.36.181:8188/udp/239.77.1.113:5146
CCTV10,http://219.128.36.181:8188/udp/239.77.1.169:5146
CCTV10,http://14.19.151.48:8188/udp/239.77.1.113:5146
CCTV10,http://14.19.151.48:8188/udp/239.77.1.169:5146
CCTV10,http://124.126.212.48:8012/rtp/239.3.1.63:8116
CCTV11,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000019789/1.m3u8
CCTV11,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226541/index.m3u8
CCTV11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/index.m3u8
CCTV11,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=3
CCTV11,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=3
CCTV11,http://183.51.190.223:6633/udp/239.77.1.238:5146
CCTV11,http://183.51.190.149:6633/udp/239.77.1.238:5146
CCTV11,http://219.128.36.181:8188/udp/239.77.1.238:5146
CCTV11,http://14.19.151.48:8188/udp/239.77.1.238:5146
CCTV11,http://124.126.212.48:8012/rtp/239.3.1.152:8120
CCTV12,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226436/index.m3u8
CCTV12,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3
CCTV12,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=3
CCTV12,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=3
CCTV12,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000322/index.m3u8?IASHttpSessionId=
CCTV12,http://183.51.190.223:6633/udp/239.77.1.109:5146
CCTV12,http://183.51.190.223:6633/udp/239.77.1.170:5146
CCTV12,http://183.51.190.149:6633/udp/239.77.1.109:5146
CCTV12,http://183.51.190.149:6633/udp/239.77.1.170:5146
CCTV12,http://219.128.36.181:8188/udp/239.77.1.109:5146
CCTV12,http://219.128.36.181:8188/udp/239.77.1.170:5146
CCTV12,http://14.19.151.48:8188/udp/239.77.1.109:5146
CCTV12,http://14.19.151.48:8188/udp/239.77.1.170:5146
CCTV12,http://124.126.212.48:8012/rtp/239.3.1.64:8124
CCTV13,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226438/index.m3u8
CCTV13,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000021303/1.m3u8
CCTV13,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=3
CCTV13,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000345/index.m3u8?IASHttpSessionId=
CCTV13,http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u8?cmcc_cid=9900000510
CCTV13,http://183.51.190.223:6633/udp/239.77.0.188:5146
CCTV13,http://183.51.190.223:6633/udp/239.253.43.196:5146
CCTV13,http://183.51.190.149:6633/udp/239.77.0.188:5146
CCTV13,http://183.51.190.149:6633/udp/239.253.43.196:5146
CCTV13,http://219.128.36.181:8188/udp/239.77.0.188:5146
CCTV13,http://219.128.36.181:8188/udp/239.253.43.196:5146
CCTV13,http://14.19.151.48:8188/udp/239.77.0.188:5146
CCTV13,http://14.19.151.48:8188/udp/239.253.43.196:5146
CCTV13,http://124.126.212.48:8012/rtp/239.3.1.124:8128
CCTV13,http://eastscreen.tv/ooooo.php?id=CCTV13HD
CCTV14,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226166/index.m3u8
CCTV14,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000021349/1.m3u8
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/index.m3u8
CCTV14,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002148/index.m3u8
CCTV14,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000511/index.m3u8
CCTV14,http://183.51.190.223:6633/udp/239.77.1.161:5146
CCTV14,http://183.51.190.223:6633/udp/239.77.1.171:5146
CCTV14,http://183.51.190.149:6633/udp/239.77.1.161:5146
CCTV14,http://183.51.190.149:6633/udp/239.77.1.171:5146
CCTV14,http://219.128.36.181:8188/udp/239.77.1.161:5146
CCTV14,http://219.128.36.181:8188/udp/239.77.1.171:5146
CCTV14,http://14.19.151.48:8188/udp/239.77.1.161:5146
CCTV14,http://14.19.151.48:8188/udp/239.77.1.171:5146
CCTV14,http://124.126.212.48:8012/rtp/239.3.1.65:8132
CCTV15,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/index.m3u8
CCTV15,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226616/index.m3u8
CCTV15,http://[2409:8087:1a01:df::4033]:80/TVOD/88888888/224/3221226127/main.m3u8
CCTV15,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000512/index.m3u8
CCTV15,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=3
CCTV15,http://183.51.190.223:6633/udp/239.77.1.239:5146
CCTV15,http://183.51.190.149:6633/udp/239.77.1.239:5146
CCTV15,http://219.128.36.181:8188/udp/239.77.1.239:5146
CCTV15,http://14.19.151.48:8188/udp/239.77.1.239:5146
CCTV15,http://124.126.212.48:8012/rtp/239.3.1.153:8136
CCTV16,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226413/index.m3u8
CCTV16,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000233002/1.m3u8
CCTV16,http://[2409:8087:74d9:21::6]:80/270000001128/9900000016/index.m3u8
CCTV16,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000016/index.m3u8
CCTV16,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000008000023254/1.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=3
CCTV16,http://183.51.190.223:6633/udp/239.77.0.165:5146
CCTV16,http://183.51.190.223:6633/udp/239.77.1.76:5146
CCTV16,http://183.51.190.149:6633/udp/239.77.0.165:5146
CCTV16,http://183.51.190.149:6633/udp/239.77.1.76:5146
CCTV16,http://219.128.36.181:8188/udp/239.77.0.165:5146
CCTV16,http://219.128.36.181:8188/udp/239.77.1.76:5146
CCTV16,http://14.19.151.48:8188/udp/239.77.0.165:5146
CCTV16,http://14.19.151.48:8188/udp/239.77.1.76:5146
CCTV16,http://124.126.212.48:8012/rtp/239.3.1.184:8001
CCTV16,http://eastscreen.tv/ooooo.php?id=CCTV16HD
CCTV-16,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/index.m3u8
CCTV-16,http://[2409:8087:74d9:21::9]/270000001128/index.m3u8?cmcc_cid=9900000016
CCTV-16,http://58.214.170.30:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16,http://114.245.172.9:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16,http://59.173.243.210:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://www.furymax.top:85/rtp/239.69.1.247:11124
CCTV-16,http://221.221.167.14:8888/rtp/239.3.1.184:8001
CCTV-16,http://222.129.139.91:8888/rtp/239.3.1.184:8001
CCTV-16,http://43.138.11.122/cq/yh.php?id=G_CCTV-16-CQ
CCTV-16,http://60.255.240.247:8090/live/CCTV-16.m3u8
CCTV-16,http://zisong2014.oicp.net:4022/udp/225.1.2.237:5002
CCTV17,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000056836/1.m3u8
CCTV17,http://[2409:8087:1a01:df::4025]:80/TVOD/88888888/224/3221225708/main.m3u8
